type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_wine_datasulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_id,alcohol_content,good_or_bad
white,5.9,0.34,0.25,2.000,0.0420,12,110,0.99034,3.020,0.54,11.40,6,3517,medium-low,bad
white,6.6,0.29,0.49,11.400,0.0350,57,137,0.99732,3.080,0.54,8.90,6,3518,low,bad
white,5.7,0.25,0.27,11.500,0.0400,24,120,0.99411,3.330,0.31,10.80,6,3519,medium-low,bad
white,5.0,0.33,0.23,11.800,0.0300,23,158,0.99322,3.410,0.64,11.80,6,3520,medium,bad
white,4.7,0.34,0.14,1.300,0.0360,69,168,0.99212,3.470,0.46,10.50,5,3521,medium-low,bad
white,5.4,0.29,0.38,1.200,0.0290,31,132,0.98895,3.280,0.36,12.40,6,3522,medium,bad
white,6.8,0.63,0.04,1.300,0.0580,25,133,0.99271,3.170,0.39,10.20,4,3523,medium-low,bad
white,5.6,0.27,0.37,0.900,0.0250,11,49,0.98845,3.290,0.33,13.10,6,3524,medium,bad
white,6.8,0.32,0.33,0.700,0.0270,15,66,0.98990,3.110,0.31,11.80,6,3525,medium,bad
white,6.5,0.33,0.32,1.000,0.0410,39,120,0.99004,3.060,0.37,12.20,6,3526,medium,bad
white,7.4,0.38,0.34,8.300,0.0520,44,168,0.99627,3.110,0.52,9.20,5,3527,low,bad
white,8.0,0.33,0.35,10.000,0.0350,22,108,0.99457,3.120,0.36,11.60,6,3528,medium,bad
white,6.0,0.24,0.34,1.000,0.0360,52,184,0.99097,3.440,0.44,11.45,6,3529,medium-low,bad
white,6.4,0.30,0.33,5.200,0.0500,30,137,0.99304,3.260,0.58,11.10,5,3530,medium-low,bad
white,7.4,0.27,0.52,15.700,0.0540,36,139,0.99788,3.040,0.62,10.03,6,3531,medium-low,bad
white,7.2,0.26,0.32,10.400,0.0620,23,114,0.99660,3.230,0.49,10.50,5,3532,medium-low,bad
white,5.7,0.28,0.35,1.200,0.0520,39,141,0.99108,3.440,0.69,11.30,6,3533,medium-low,bad
white,6.8,0.63,0.04,1.300,0.0580,25,133,0.99271,3.170,0.39,10.20,4,3534,medium-low,bad
white,5.8,0.22,0.25,1.500,0.0240,21,109,0.99234,3.370,0.58,10.40,6,3535,medium-low,bad
white,6.7,0.16,0.32,12.500,0.0350,18,156,0.99666,2.880,0.36,9.00,6,3536,low,bad
white,6.7,0.27,0.69,1.200,0.1760,36,106,0.99288,2.960,0.43,9.20,6,3537,low,bad
white,6.7,0.16,0.32,12.500,0.0350,18,156,0.99666,2.880,0.36,9.00,6,3538,low,bad
white,5.4,0.29,0.38,1.200,0.0290,31,132,0.98895,3.280,0.36,12.40,6,3539,medium,bad
white,6.7,0.16,0.32,12.500,0.0350,18,156,0.99666,2.880,0.36,9.00,6,3540,low,bad
white,6.7,0.16,0.32,12.500,0.0350,18,156,0.99666,2.880,0.36,9.00,6,3541,low,bad
white,6.4,0.33,0.30,7.200,0.0410,42,168,0.99331,3.220,0.49,11.10,6,3542,medium-low,bad
white,7.1,0.20,0.35,3.200,0.0340,21,107,0.99195,3.110,0.54,11.10,6,3543,medium-low,bad
white,6.0,0.36,0.32,1.100,0.0530,26,173,0.99414,3.380,0.54,8.80,5,3544,low,bad
white,7.0,0.33,0.78,9.900,0.0420,21,251,0.99435,3.010,0.55,11.00,6,3545,medium-low,bad
white,6.7,0.27,0.69,1.200,0.1760,36,106,0.99288,2.960,0.43,9.20,6,3546,low,bad
white,6.7,0.16,0.32,12.500,0.0350,18,156,0.99666,2.880,0.36,9.00,6,3547,low,bad
white,7.6,0.31,0.52,13.200,0.0420,61,148,0.99839,2.980,0.47,9.10,6,3548,low,bad
white,6.1,0.15,0.40,1.200,0.0300,19,84,0.98926,3.190,0.96,13.00,6,3549,medium,bad
white,6.7,0.45,0.30,5.300,0.0360,27,165,0.99122,3.120,0.46,12.20,6,3550,medium,bad
white,7.2,0.34,0.28,10.400,0.1080,43,187,0.99738,2.960,0.57,9.40,5,3551,low,bad
white,7.0,0.27,0.74,1.300,0.1730,34,121,0.99334,3.040,0.46,9.20,6,3552,low,bad
white,6.8,0.30,0.33,12.800,0.0410,60,168,0.99659,3.100,0.56,9.80,5,3553,low,bad
white,7.0,0.36,0.25,5.700,0.0150,14,73,0.98963,2.820,0.59,13.20,6,3554,medium,bad
white,6.5,0.36,0.31,13.550,0.0530,20,113,0.99544,3.200,0.56,11.00,6,3555,medium-low,bad
white,6.8,0.30,0.33,12.800,0.0410,60,168,0.99659,3.100,0.56,9.80,5,3556,low,bad
white,5.8,0.42,0.30,2.200,0.0350,26,129,0.98900,3.320,0.47,12.90,6,3557,medium,bad
white,6.4,0.69,0.09,7.600,0.0440,34,144,0.99480,3.260,0.38,10.10,6,3558,medium-low,bad
white,6.4,0.31,0.28,2.500,0.0390,34,137,0.98946,3.220,0.38,12.70,6,3559,medium,bad
white,6.4,0.69,0.09,7.600,0.0440,34,144,0.99480,3.260,0.38,10.10,6,3560,medium-low,bad
white,7.1,0.39,0.30,9.900,0.0370,29,124,0.99414,3.070,0.42,10.90,6,3561,medium-low,bad
white,6.3,0.36,0.50,8.300,0.0530,51,202,0.99550,3.200,0.51,9.60,6,3562,low,bad
white,6.7,0.53,0.29,4.300,0.0690,20,114,0.99014,3.220,0.59,13.40,6,3563,medium,bad
white,7.3,0.28,0.35,1.600,0.0540,31,148,0.99178,3.180,0.47,10.70,5,3564,medium-low,bad
white,5.7,0.27,0.16,9.000,0.0530,32,111,0.99474,3.360,0.37,10.40,6,3565,medium-low,bad
white,5.6,0.21,0.16,12.550,0.0510,31,115,0.99564,3.400,0.38,10.80,6,3566,medium-low,bad
white,7.4,0.16,0.30,1.400,0.0640,34,166,0.99136,3.110,0.42,11.43,6,3567,medium-low,bad
white,6.7,0.66,0.00,13.000,0.0330,32,75,0.99551,3.150,0.50,10.70,6,3568,medium-low,bad
white,7.2,0.33,0.28,1.400,0.0340,26,109,0.99246,3.280,0.57,10.60,6,3569,medium-low,bad
white,6.4,0.31,0.27,7.400,0.0490,48,169,0.99323,3.270,0.45,11.10,6,3570,medium-low,bad
white,6.5,0.36,0.31,13.550,0.0530,20,113,0.99544,3.200,0.56,11.00,6,3571,medium-low,bad
white,5.9,0.21,0.31,1.800,0.0330,45,142,0.98984,3.350,0.50,12.70,6,3572,medium,bad
white,6.4,0.31,0.28,2.500,0.0390,34,137,0.98946,3.220,0.38,12.70,6,3573,medium,bad
white,5.4,0.21,0.16,12.550,0.0510,31,115,0.99564,3.400,0.38,10.80,6,3574,medium-low,bad
white,5.7,0.27,0.16,9.000,0.0530,32,111,0.99474,3.360,0.37,10.40,6,3575,medium-low,bad
white,8.3,0.22,0.34,1.100,0.0430,20,116,0.99270,3.000,0.47,10.20,6,3576,medium-low,bad
white,6.4,0.28,0.28,3.000,0.0400,19,98,0.99216,3.250,0.47,11.10,6,3577,medium-low,bad
white,6.7,0.15,0.32,7.900,0.0340,17,81,0.99512,3.290,0.31,10.00,6,3578,medium-low,bad
white,6.2,0.29,0.29,5.600,0.0460,35,178,0.99313,3.250,0.51,10.53,5,3579,medium-low,bad
white,6.9,0.23,0.35,6.900,0.0300,45,116,0.99244,2.800,0.54,11.00,6,3580,medium-low,bad
white,5.5,0.32,0.38,2.600,0.0330,10,69,0.99090,3.120,0.59,10.80,6,3581,medium-low,bad
white,5.9,0.28,0.34,3.600,0.0400,50,194,0.99120,3.310,0.52,11.60,6,3582,medium,bad
white,4.8,0.23,0.38,1.200,0.0740,47,130,0.99132,3.310,0.40,10.30,6,3583,medium-low,bad
white,6.4,0.17,0.34,13.400,0.0440,45,139,0.99752,3.060,0.43,9.10,6,3584,low,bad
white,5.2,0.24,0.15,7.100,0.0430,32,134,0.99378,3.240,0.48,9.90,6,3585,low,bad
white,6.7,0.15,0.32,7.900,0.0340,17,81,0.99512,3.290,0.31,10.00,6,3586,medium-low,bad
white,6.6,0.27,0.32,1.300,0.0440,18,93,0.99044,3.110,0.56,12.25,5,3587,medium,bad
white,6.5,0.23,0.20,7.500,0.0500,44,179,0.99504,3.180,0.48,9.53,5,3588,low,bad
white,5.0,0.33,0.18,4.600,0.0320,40,124,0.99114,3.180,0.40,11.00,6,3589,medium-low,bad
white,6.1,0.32,0.33,10.700,0.0360,27,98,0.99521,3.340,0.52,10.20,6,3590,medium-low,bad
white,7.2,0.34,0.20,5.800,0.0620,52,203,0.99461,3.170,0.44,9.80,6,3591,low,bad
white,6.8,0.38,0.29,9.900,0.0370,40,146,0.99326,3.110,0.37,11.50,6,3592,medium,bad
white,6.0,0.25,0.28,7.700,0.0530,37,132,0.99489,3.060,0.50,9.40,6,3593,low,bad
white,6.4,0.42,0.46,8.400,0.0500,58,180,0.99495,3.180,0.46,9.70,6,3594,low,bad
white,7.3,0.28,0.35,1.600,0.0540,31,148,0.99178,3.180,0.47,10.70,5,3595,medium-low,bad
white,6.1,0.32,0.33,10.700,0.0360,27,98,0.99521,3.340,0.52,10.20,6,3596,medium-low,bad
white,6.9,0.31,0.33,12.700,0.0380,33,116,0.99540,3.040,0.65,10.40,6,3597,medium-low,bad
white,6.3,0.48,0.48,1.800,0.0350,35,96,0.99121,3.490,0.74,12.20,6,3598,medium,bad
white,6.0,0.25,0.28,7.700,0.0530,37,132,0.99489,3.060,0.50,9.40,6,3599,low,bad
white,6.5,0.20,0.33,1.500,0.0390,36,110,0.99008,3.220,0.65,12.00,6,3600,medium,bad
white,7.2,0.21,0.31,10.500,0.0350,36,122,0.99478,3.120,0.40,10.60,6,3601,medium-low,bad
white,6.2,0.24,0.27,2.900,0.0390,30,123,0.98959,3.120,0.37,12.80,6,3602,medium,bad
white,6.8,0.32,0.43,1.600,0.0500,4,65,0.99346,3.270,0.47,10.70,5,3603,medium-low,bad
white,7.1,0.31,0.25,11.200,0.0480,32,136,0.99663,3.140,0.40,9.50,5,3604,low,bad
white,7.9,0.30,0.60,1.850,0.0480,13,106,0.99331,3.240,0.49,11.85,5,3605,medium,bad
white,5.3,0.31,0.38,10.500,0.0310,53,140,0.99321,3.340,0.46,11.70,6,3606,medium,bad
white,5.3,0.31,0.38,10.500,0.0310,53,140,0.99321,3.340,0.46,11.70,6,3607,medium,bad
white,6.4,0.29,0.21,9.650,0.0410,36,119,0.99334,2.990,0.34,10.93,6,3608,medium-low,bad
white,5.2,0.19,0.22,1.000,0.0300,47,123,0.99218,3.550,0.44,10.15,6,3609,medium-low,bad
white,5.5,0.16,0.31,1.200,0.0260,31,68,0.98980,3.330,0.44,11.63,6,3610,medium,bad
white,6.3,0.19,0.33,10.100,0.0630,63,133,0.99561,2.860,0.41,9.10,5,3611,low,bad
white,6.0,0.17,0.36,1.700,0.0420,14,61,0.99144,3.220,0.54,10.80,6,3612,medium-low,bad
white,6.0,0.16,0.36,1.600,0.0420,13,61,0.99143,3.220,0.54,10.80,6,3613,medium-low,bad
white,5.5,0.30,0.25,1.900,0.0290,33,118,0.98972,3.360,0.66,12.50,6,3614,medium,bad
white,5.9,0.29,0.28,3.200,0.0350,16,117,0.98959,3.260,0.42,12.60,6,3615,medium,bad
white,5.5,0.16,0.31,1.200,0.0260,31,68,0.98980,3.330,0.44,11.65,6,3616,medium,bad
white,7.1,0.31,0.25,11.200,0.0480,32,136,0.99663,3.140,0.40,9.50,5,3617,low,bad
white,6.0,0.32,0.46,1.500,0.0500,56,189,0.99308,3.240,0.49,9.60,5,3618,low,bad
white,6.1,0.27,0.31,3.900,0.0340,42,137,0.99218,3.240,0.46,10.90,6,3619,medium-low,bad
white,6.5,0.30,0.28,11.450,0.0410,29,109,0.99418,2.980,0.30,10.90,6,3620,medium-low,bad
white,6.0,0.27,0.32,3.600,0.0350,36,133,0.99215,3.230,0.46,10.80,6,3621,medium-low,bad
white,6.4,0.29,0.21,9.650,0.0410,36,119,0.99334,2.990,0.34,10.93,6,3622,medium-low,bad
white,6.5,0.29,0.32,3.000,0.0360,38,93,0.99060,3.160,0.59,12.00,6,3623,medium,bad
white,6.0,0.14,0.37,1.200,0.0320,63,148,0.99185,3.320,0.44,11.20,5,3624,medium-low,bad
white,5.0,0.24,0.19,5.000,0.0430,17,101,0.99438,3.670,0.57,10.00,5,3625,medium-low,bad
white,6.1,0.26,0.25,2.900,0.0470,289,440,0.99314,3.440,0.64,10.50,3,3626,medium-low,bad
white,6.5,0.22,0.19,4.500,0.0960,16,115,0.99370,3.020,0.44,9.60,5,3627,low,bad
white,6.3,0.23,0.50,10.400,0.0430,61,132,0.99542,2.860,0.46,9.10,6,3628,low,bad
white,6.9,0.29,0.32,5.800,0.0400,16,112,0.99300,3.040,0.58,11.20,5,3629,medium-low,bad
white,5.6,0.26,0.50,11.400,0.0290,25,93,0.99428,3.230,0.49,10.50,6,3630,medium-low,bad
white,6.6,0.28,0.30,12.900,0.0330,31,177,0.99479,3.120,0.39,11.20,6,3631,medium-low,bad
white,6.1,0.34,0.24,18.350,0.0500,33,184,0.99943,3.120,0.61,9.30,5,3632,low,bad
white,6.2,0.35,0.25,18.400,0.0510,28,182,0.99946,3.130,0.62,9.30,6,3633,low,bad
white,7.0,0.23,0.28,2.700,0.0530,16,92,0.99372,3.180,0.56,9.30,5,3634,low,bad
white,6.0,0.14,0.37,1.200,0.0320,63,148,0.99185,3.320,0.44,11.20,5,3635,medium-low,bad
white,7.1,0.23,0.23,3.500,0.0380,23,112,0.99157,3.050,0.37,11.37,6,3636,medium-low,bad
white,7.3,0.36,0.62,7.100,0.0330,48,185,0.99472,3.140,0.62,10.60,6,3637,medium-low,bad
white,6.0,0.62,0.04,0.800,0.0320,8,50,0.99036,3.140,0.40,11.00,4,3638,medium-low,bad
white,5.5,0.16,0.26,1.500,0.0320,35,100,0.99076,3.430,0.77,12.00,6,3639,medium,bad
white,6.1,0.26,0.28,1.700,0.0430,24,98,0.98918,3.140,0.44,12.50,6,3640,medium,bad
white,5.9,0.44,0.36,2.500,0.0300,12,73,0.99201,3.220,0.48,10.80,6,3641,medium-low,bad
white,6.4,0.19,0.35,10.200,0.0430,40,106,0.99632,3.160,0.50,9.70,6,3642,low,bad
white,6.6,0.29,0.73,2.200,0.0270,21,92,0.99000,3.120,0.48,12.40,6,3643,medium,bad
white,6.4,0.35,0.21,2.100,0.0510,46,171,0.99320,3.160,0.50,9.50,5,3644,low,bad
white,5.9,0.42,0.36,2.400,0.0340,19,77,0.99184,3.250,0.48,10.90,5,3645,medium-low,bad
white,6.5,0.20,0.35,3.900,0.0400,27,140,0.99102,2.980,0.53,11.80,6,3646,medium,bad
white,6.0,0.32,0.32,4.800,0.0410,40,186,0.99235,3.220,0.54,11.00,6,3647,medium-low,bad
white,5.8,0.34,0.21,7.200,0.0410,48,146,0.99441,3.160,0.49,9.80,5,3648,low,bad
white,6.6,0.17,0.26,7.400,0.0520,45,128,0.99388,3.160,0.37,10.00,6,3649,medium-low,bad
white,6.6,0.17,0.26,7.400,0.0520,45,128,0.99388,3.160,0.37,10.00,6,3650,medium-low,bad
white,6.2,0.15,0.27,11.000,0.0350,46,116,0.99602,3.120,0.38,9.10,6,3651,low,bad
white,5.9,0.26,0.29,5.400,0.0460,34,116,0.99224,3.240,0.41,11.40,6,3652,medium-low,bad
white,6.8,0.27,0.30,13.000,0.0470,69,160,0.99705,3.160,0.50,9.60,6,3653,low,bad
white,5.8,0.27,0.20,7.300,0.0400,42,145,0.99442,3.150,0.48,9.80,5,3654,low,bad
white,6.8,0.27,0.30,13.000,0.0470,69,160,0.99705,3.160,0.50,9.60,6,3655,low,bad
white,6.1,0.34,0.21,5.000,0.0420,17,133,0.99373,3.020,0.53,9.40,5,3656,low,bad
white,6.8,0.27,0.30,13.000,0.0470,69,160,0.99705,3.160,0.50,9.60,6,3657,low,bad
white,6.5,0.13,0.27,2.600,0.0350,32,76,0.99140,3.210,0.76,11.33,6,3658,medium-low,bad
white,6.8,0.27,0.30,13.000,0.0470,69,160,0.99705,3.160,0.50,9.60,6,3659,low,bad
white,7.1,0.33,0.18,6.300,0.0940,27,166,0.99474,2.900,0.49,9.50,5,3660,low,bad
white,6.4,0.28,0.45,8.600,0.0570,47,223,0.99654,3.160,0.51,9.10,5,3661,low,bad
white,6.5,0.32,0.20,6.600,0.0410,9,126,0.99494,2.940,0.51,8.80,5,3662,low,bad
white,7.3,0.28,0.37,1.200,0.0390,26,99,0.99198,3.010,0.62,10.80,5,3663,medium-low,bad
white,7.1,0.24,0.34,1.200,0.0450,6,132,0.99132,3.160,0.46,11.20,4,3664,medium-low,bad
white,6.1,0.34,0.21,5.000,0.0420,17,133,0.99373,3.020,0.53,9.40,5,3665,low,bad
white,5.0,0.27,0.40,1.200,0.0760,42,124,0.99204,3.320,0.47,10.10,6,3666,medium-low,bad
white,6.4,0.62,0.12,4.700,0.0600,33,196,0.99556,3.220,0.48,8.90,5,3667,low,bad
white,5.8,0.27,0.40,1.200,0.0760,47,130,0.99185,3.130,0.45,10.30,6,3668,medium-low,bad
white,5.7,0.31,0.29,7.300,0.0500,33,143,0.99332,3.310,0.50,11.07,6,3669,medium-low,bad
white,6.4,0.38,0.19,4.500,0.0380,36,119,0.99151,3.070,0.42,11.20,6,3670,medium-low,bad
white,5.9,0.27,0.32,2.000,0.0340,31,102,0.98952,3.160,0.56,12.30,6,3671,medium,bad
white,5.8,0.32,0.19,19.400,0.0310,28,106,0.99704,2.970,0.40,10.55,6,3672,medium-low,bad
white,6.6,0.40,0.30,5.300,0.0380,20,125,0.99204,3.360,0.73,12.60,6,3673,medium,bad
white,6.0,0.59,0.00,0.800,0.0370,30,95,0.99032,3.100,0.40,10.90,4,3674,medium-low,bad
white,5.8,0.30,0.09,6.300,0.0420,36,138,0.99382,3.150,0.48,9.70,5,3675,low,bad
white,5.6,0.30,0.10,6.400,0.0430,34,142,0.99382,3.140,0.48,9.80,5,3676,low,bad
white,6.4,0.40,0.25,4.200,0.0320,15,91,0.98988,3.260,0.52,13.10,6,3677,medium,bad
white,6.7,0.30,0.50,12.100,0.0450,38,127,0.99740,3.040,0.53,8.90,6,3678,low,bad
white,6.7,0.30,0.50,12.100,0.0450,38,127,0.99740,3.040,0.53,8.90,6,3679,low,bad
white,8.3,0.49,0.23,6.650,0.0340,6,158,0.99344,3.050,0.48,11.20,5,3680,medium-low,bad
white,6.4,0.31,0.31,12.900,0.0450,55,161,0.99546,3.020,0.59,10.20,5,3681,medium-low,bad
white,6.4,0.31,0.31,12.900,0.0450,55,161,0.99546,3.020,0.59,10.20,5,3682,medium-low,bad
white,6.3,0.30,0.91,8.200,0.0340,50,199,0.99394,3.390,0.49,11.70,6,3683,medium,bad
white,5.5,0.62,0.33,1.700,0.0370,24,118,0.98758,3.150,0.39,13.55,6,3684,medium-high,bad
white,6.2,0.30,0.42,2.200,0.0360,28,128,0.99010,3.130,0.38,11.60,6,3685,medium,bad
white,6.1,0.19,0.37,2.600,0.0410,24,99,0.99153,3.180,0.50,10.90,6,3686,medium-low,bad
white,6.7,0.30,0.50,12.100,0.0450,38,127,0.99740,3.040,0.53,8.90,6,3687,low,bad
white,4.7,0.79,0.00,3.400,0.0360,23,134,0.98981,3.530,0.92,13.80,6,3688,medium-high,bad
white,6.1,0.19,0.37,2.600,0.0410,24,99,0.99153,3.180,0.50,10.90,6,3689,medium-low,bad
white,6.0,0.31,0.32,7.400,0.1750,47,159,0.99520,3.190,0.50,9.40,6,3690,low,bad
white,6.0,0.32,0.30,7.300,0.1740,46,159,0.99519,3.180,0.49,9.40,5,3691,low,bad
white,5.7,0.33,0.32,1.400,0.0430,28,93,0.98970,3.310,0.50,12.30,6,3692,medium,bad
white,5.9,0.32,0.19,14.500,0.0420,37,115,0.99684,3.160,0.43,10.30,5,3693,medium-low,bad
white,6.3,0.30,0.91,8.200,0.0340,50,199,0.99394,3.390,0.49,11.70,6,3694,medium,bad
white,6.2,0.26,0.20,8.000,0.0470,35,111,0.99445,3.110,0.42,10.40,6,3695,medium-low,bad
white,6.0,0.35,0.46,0.900,0.0330,9,65,0.98934,3.240,0.35,12.10,4,3696,medium,bad
white,5.1,0.26,0.34,6.400,0.0340,26,99,0.99449,3.230,0.41,9.20,6,3697,low,bad
white,6.6,0.28,0.09,10.900,0.0510,37,131,0.99566,2.930,0.62,9.50,6,3698,low,bad
white,6.0,0.17,0.30,7.300,0.0390,39,104,0.99252,2.910,0.57,11.00,6,3699,medium-low,bad
white,7.3,0.35,0.67,8.300,0.0530,10,100,0.99590,3.190,0.50,10.90,5,3700,medium-low,bad
white,6.0,0.26,0.24,1.300,0.0530,66,150,0.99240,3.210,0.62,10.40,6,3701,medium-low,bad
white,5.4,0.38,0.40,3.300,0.0540,29,147,0.99482,3.420,0.52,9.10,5,3702,low,bad
white,7.0,0.17,0.42,1.000,0.0750,19,71,0.99103,3.320,0.62,11.40,6,3703,medium-low,bad
white,5.8,0.36,0.50,1.000,0.1270,63,178,0.99212,3.100,0.45,9.70,5,3704,low,bad
white,6.4,0.30,0.27,5.000,0.0580,27,151,0.99198,3.220,0.49,12.20,6,3705,medium,bad
white,5.7,0.40,0.35,5.100,0.0260,17,113,0.99052,3.180,0.67,12.40,6,3706,medium,bad
white,6.1,0.41,0.20,12.600,0.0320,54,136,0.99516,2.910,0.43,10.60,6,3707,medium-low,bad
white,5.8,0.39,0.25,3.700,0.0310,38,122,0.99128,3.200,0.63,11.20,6,3708,medium-low,bad
white,7.0,0.24,0.26,1.700,0.0410,31,110,0.99142,3.200,0.53,11.00,6,3709,medium-low,bad
white,6.0,0.27,0.40,1.700,0.0210,18,82,0.98910,3.240,0.95,13.13,6,3710,medium,bad
white,6.5,0.13,0.27,2.600,0.0350,32,76,0.99140,3.210,0.76,11.33,6,3711,medium-low,bad
white,6.4,0.26,0.21,8.200,0.0500,51,182,0.99542,3.230,0.48,9.50,5,3712,low,bad
white,6.4,0.26,0.21,8.200,0.0500,51,182,0.99542,3.230,0.48,9.50,5,3713,low,bad
white,5.7,0.40,0.35,5.100,0.0260,17,113,0.99052,3.180,0.67,12.40,6,3714,medium,bad
white,6.0,0.27,0.31,5.000,0.0430,54,170,0.99240,3.280,0.52,11.00,6,3715,medium-low,bad
white,5.8,0.36,0.50,1.000,0.1270,63,178,0.99212,3.100,0.45,9.70,5,3716,low,bad
white,7.0,0.24,0.47,1.300,0.0430,18,131,0.99176,3.190,0.45,11.00,6,3717,medium-low,bad
white,7.1,0.21,0.33,1.200,0.0390,34,97,0.99112,3.110,0.75,11.20,6,3718,medium-low,bad
white,6.2,0.28,0.41,5.000,0.0430,50,188,0.99318,3.230,0.64,10.80,6,3719,medium-low,bad
white,6.8,0.23,0.48,1.500,0.0360,35,165,0.99162,3.180,0.45,11.30,6,3720,medium-low,bad
white,6.4,0.23,0.35,10.300,0.0420,54,140,0.99670,3.230,0.47,9.20,5,3721,low,bad
white,5.8,0.29,0.38,10.700,0.0380,49,136,0.99366,3.110,0.59,11.20,6,3722,medium-low,bad
white,5.8,0.35,0.15,10.800,0.0330,26,120,0.99494,3.250,0.49,10.00,6,3723,medium-low,bad
white,6.0,0.34,0.29,6.100,0.0460,29,134,0.99462,3.480,0.57,10.70,6,3724,medium-low,bad
white,6.5,0.51,0.25,1.700,0.0480,39,177,0.99212,3.280,0.57,10.57,5,3725,medium-low,bad
white,6.0,0.34,0.29,6.100,0.0460,29,134,0.99462,3.480,0.57,10.70,6,3726,medium-low,bad
white,6.7,0.22,0.33,1.200,0.0360,36,86,0.99058,3.100,0.76,11.40,6,3727,medium-low,bad
white,6.7,0.26,0.29,7.100,0.0360,28,100,0.99534,3.080,0.36,9.30,6,3728,low,bad
white,6.4,0.23,0.35,10.300,0.0420,54,140,0.99670,3.230,0.47,9.20,5,3729,low,bad
white,6.3,0.28,0.22,9.500,0.0400,30,111,0.99338,3.050,0.31,10.80,4,3730,medium-low,bad
white,6.0,0.24,0.41,1.300,0.0360,42,118,0.99018,3.040,0.64,11.73,6,3731,medium,bad
white,5.8,0.29,0.27,1.600,0.0620,17,140,0.99138,3.230,0.35,11.10,6,3732,medium-low,bad
white,5.8,0.38,0.26,1.100,0.0580,20,140,0.99271,3.270,0.43,9.70,6,3733,low,bad
white,6.5,0.51,0.25,1.700,0.0480,39,177,0.99212,3.280,0.57,10.60,5,3734,medium-low,bad
white,5.9,0.32,0.26,1.500,0.0570,17,141,0.99170,3.240,0.36,10.70,5,3735,medium-low,bad
white,6.9,0.54,0.26,12.700,0.0490,59,195,0.99596,3.260,0.54,10.50,6,3736,medium-low,bad
white,5.6,0.33,0.28,1.200,0.0310,33,97,0.99126,3.490,0.58,10.90,6,3737,medium-low,bad
white,6.0,0.24,0.41,1.300,0.0360,42,118,0.99018,3.040,0.64,11.75,6,3738,medium,bad
white,6.6,0.26,0.36,1.200,0.0350,43,126,0.99094,3.010,0.63,11.40,6,3739,medium-low,bad
white,5.6,0.30,0.26,1.100,0.0350,40,102,0.99154,3.470,0.56,10.60,6,3740,medium-low,bad
white,6.2,0.25,0.44,15.800,0.0570,39,167,0.99804,3.140,0.51,9.20,5,3741,low,bad
white,6.7,0.50,0.36,11.500,0.0960,18,92,0.99642,3.110,0.49,9.60,5,3742,low,bad
white,6.5,0.21,0.35,5.700,0.0430,47,197,0.99392,3.240,0.50,10.10,6,3743,medium-low,bad
white,6.8,0.29,0.22,3.400,0.0350,40,122,0.99024,3.090,0.47,12.30,6,3744,medium,bad
white,7.3,0.22,0.37,15.500,0.0480,70,203,0.99899,3.250,0.77,9.40,5,3745,low,bad
white,6.7,0.61,0.21,1.650,0.1170,40,240,0.99380,3.110,0.57,9.30,5,3746,low,bad
white,6.2,0.25,0.44,15.800,0.0570,39,167,0.99804,3.140,0.51,9.20,5,3747,low,bad
white,6.4,0.18,0.28,17.050,0.0470,53,139,0.99724,3.250,0.35,10.50,6,3748,medium-low,bad
white,5.7,0.70,0.06,6.800,0.0420,9,84,0.99432,3.440,0.44,10.20,5,3749,medium-low,bad
white,6.3,0.20,0.26,12.700,0.0460,60,143,0.99526,3.260,0.35,10.80,6,3750,medium-low,bad
white,6.6,0.24,0.22,12.300,0.0510,35,146,0.99676,3.100,0.67,9.40,5,3751,low,bad
white,6.5,0.28,0.38,7.800,0.0310,54,216,0.99154,3.030,0.42,13.10,6,3752,medium,bad
white,7.4,0.27,0.26,11.800,0.0530,55,173,0.99699,3.110,0.60,9.80,5,3753,low,bad
white,5.3,0.28,0.24,7.400,0.0380,28,114,0.99313,3.380,0.51,11.00,6,3754,medium-low,bad
white,7.4,0.27,0.26,11.800,0.0530,55,173,0.99699,3.110,0.60,9.80,5,3755,low,bad
white,7.4,0.27,0.26,11.800,0.0530,55,173,0.99699,3.110,0.60,9.80,5,3756,low,bad
white,5.2,0.41,0.15,1.450,0.0380,10,44,0.99125,3.520,0.40,11.60,4,3757,medium,bad
white,6.6,0.24,0.22,12.300,0.0510,35,146,0.99676,3.100,0.67,9.40,5,3758,low,bad
white,5.7,0.22,0.25,1.100,0.0500,97,175,0.99099,3.440,0.62,11.10,6,3759,medium-low,bad
white,6.2,0.28,0.57,1.000,0.0430,50,92,0.99004,3.170,0.36,11.50,6,3760,medium,bad
white,5.6,0.34,0.25,2.500,0.0460,47,182,0.99093,3.210,0.40,11.30,5,3761,medium-low,bad
white,4.8,0.29,0.23,1.100,0.0440,38,180,0.98924,3.280,0.34,11.90,6,3762,medium,bad
white,6.6,0.38,0.29,2.400,0.1360,15,93,0.99336,3.180,0.60,9.50,5,3763,low,bad
white,5.1,0.30,0.30,2.300,0.0480,40,150,0.98944,3.290,0.46,12.20,6,3764,medium,bad
white,7.0,0.36,0.35,2.500,0.0480,67,161,0.99146,3.050,0.56,11.10,6,3765,medium-low,bad
